"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL__RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"040039","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"10","Not Available","Not Available","Not Available","3469","0.36","0.00","0.83","4","Not Available","Not Available","Not Available","422","2.09","0.00","9.95","49","2.62","0.44","4.80","3547","2.30","0.38","4.22","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","55","2.56","0.84","4.28","Not Available","Not Available","Not Available","Not Available"
"040041","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"15","Not Available","Not Available","Not Available","4118","0.34","0.00","0.79","343","7.08","0.00","14.70","846","2.91","0.00","8.73","134","1.98","0.00","4.12","4175","1.05","0.00","2.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","150","3.87","2.22","5.52","Not Available","Not Available","Not Available","Not Available"
"040042","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"20","Not Available","Not Available","Not Available","2631","0.25","0.00","0.72","46","13.59","4.12","23.06","299","5.30","0.00","13.14","72","2.06","0.00","4.24","2703","1.83","0.00","3.85","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","37","2.72","0.96","4.48","Not Available","Not Available","Not Available","Not Available"
"040047","Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","Number of Cases Too Small","j","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1069","0.35","0.00","0.92","3","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1093","1.64","0.00","4.58","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040050","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","1628","0.30","0.00","0.81","98","10.78","1.37","20.19","219","2.92","0.00","12.21","71","2.05","0.00","4.23","1651","2.65","0.42","4.88","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040051","Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1690","0.49","0.00","1.04","3","Not Available","Not Available","Not Available","90","4.01","0.00","14.89","35","2.12","0.00","4.32","1739","3.19","0.74","5.64","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040055","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"179","109.57","75.19","143.95","8811","0.24","0.00","0.57","977","11.39","6.78","16.00","2585","5.24","1.73","8.75","313","1.63","0.00","3.57","9374","1.35","0.25","2.45","Not Available","Not Available","Not Available","Not Available","18","Not Available","Not Available","Not Available","259","3.66","2.31","5.01","Not Available","Not Available","Not Available","Not Available"
"040062","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"180","79.41","44.27","114.55","7949","0.50","0.17","0.83","1363","13.21","9.53","16.89","2747","8.56","5.27","11.85","380","3.82","1.90","5.74","8445","1.38","0.38","2.38","Not Available","Not Available","Not Available","Not Available","60","3.56","1.07","6.05","264","1.76","0.49","3.03","Not Available","Not Available","Not Available","Not Available"
"040067","Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1441","0.32","0.00","0.85","22","Not Available","Not Available","Not Available","51","4.39","0.00","15.78","28","2.70","0.50","4.90","1478","1.27","0.00","3.86","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040069","Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","Number of Cases Too Small","j","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","Worse than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","921","0.35","0.00","0.92","20","Not Available","Not Available","Not Available","22","Not Available","Not Available","Not Available","9","Not Available","Not Available","Not Available","939","1.57","0.00","4.45","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040071","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"118","137.61","96.55","178.67","7316","0.71","0.36","1.06","672","22.04","16.04","28.04","2450","3.26","0.00","6.93","346","3.15","1.15","5.15","7538","1.67","0.57","2.77","Not Available","Not Available","Not Available","Not Available","26","4.11","1.64","6.58","202","2.80","1.25","4.35","Not Available","Not Available","Not Available","Not Available"
"040072","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"3","Not Available","Not Available","Not Available","1532","0.33","0.00","0.88","Not Available","Not Available","Not Available","Not Available","41","4.66","0.00","16.40","8","Not Available","Not Available","Not Available","1592","1.97","0.00","4.66","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040074","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"14","Not Available","Not Available","Not Available","1573","0.61","0.08","1.14","74","8.49","0.00","18.04","210","5.11","0.00","14.36","36","2.68","0.48","4.88","1636","2.12","0.00","4.55","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","44","3.07","1.40","4.74","Not Available","Not Available","Not Available","Not Available"
"040076","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","Worse than U.S. National Rate",,"4","Not Available","Not Available","Not Available","1984","0.48","0.00","1.01","33","13.77","4.24","23.30","60","7.70","0.00","19.03","26","2.12","0.00","4.32","2066","1.72","0.00","4.21","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040078","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"82","113.27","66.84","159.70","3605","0.40","0.00","0.83","169","10.86","3.12","18.60","1413","5.21","0.29","10.13","128","1.95","0.00","4.07","3764","1.44","0.01","2.87","Not Available","Not Available","Not Available","Not Available","25","4.53","1.90","7.16","62","3.18","1.44","4.92","Not Available","Not Available","Not Available","Not Available"
"040080","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1967","0.31","0.00","0.84","Not Available","Not Available","Not Available","Not Available","134","6.33","0.00","16.62","34","2.69","0.49","4.89","2009","1.06","0.00","3.43","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040084","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"22","Not Available","Not Available","Not Available","4019","0.22","0.00","0.67","339","5.59","0.00","12.35","774","3.13","0.00","9.17","77","2.56","0.42","4.70","4123","1.40","0.00","3.16","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","145","2.09","0.54","3.64","Not Available","Not Available","Not Available","Not Available"
"040085","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1898","0.32","0.00","0.85","31","8.89","0.00","18.65","62","4.36","0.00","15.73","21","Not Available","Not Available","Not Available","1928","1.27","0.00","3.86","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040088","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"31","142.44","91.83","193.05","4173","0.41","0.00","0.84","548","9.51","3.59","15.43","1507","1.29","0.00","5.94","164","2.97","0.87","5.07","4527","2.98","1.57","4.39","Not Available","Not Available","Not Available","Not Available","9","Not Available","Not Available","Not Available","203","2.29","0.74","3.84","Not Available","Not Available","Not Available","Not Available"
"040091","Not Available","5","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1550","0.31","0.00","0.84","8","Not Available","Not Available","Not Available","39","4.78","0.00","16.66","5","Not Available","Not Available","Not Available","1588","1.40","0.00","4.12","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040114","Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"346","154.99","127.61","182.37","18441","0.21","0.00","0.45","4311","19.52","17.44","21.60","7636","5.31","3.27","7.35","1229","1.79","0.16","3.42","19976","3.60","2.97","4.23","Not Available","Not Available","Not Available","Not Available","84","6.34","3.75","8.93","305","3.09","1.76","4.42","Not Available","Not Available","Not Available","Not Available"
"040118","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"37","96.20","44.36","148.04","5712","0.41","0.02","0.80","1255","5.35","0.61","10.09","2430","1.74","0.00","5.68","187","1.91","0.00","4.01","5487","1.96","0.71","3.21","Not Available","Not Available","Not Available","Not Available","39","4.34","1.60","7.08","135","3.90","2.25","5.55","Not Available","Not Available","Not Available","Not Available"
"040119","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"96","106.37","61.53","151.21","6733","0.57","0.22","0.92","785","12.38","7.26","17.50","1899","5.67","1.46","9.88","258","1.74","0.00","3.74","7014","3.07","1.84","4.30","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","140","2.84","1.27","4.41","Not Available","Not Available","Not Available","Not Available"
"040132","Not Available","5","Number of Cases Too Small","j","Not Available","5","Not Available","5","Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040134","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Better than U.S. National Rate",,"77","122.58","75.23","169.93","6808","0.74","0.43","1.05","126","5.96","0.00","13.96","4408","2.56","0.00","5.66","89","1.97","0.00","4.09","7797","2.79","1.89","3.69","Not Available","Not Available","Not Available","Not Available","31","4.17","1.48","6.86","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040137","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"6","Not Available","Not Available","Not Available","2147","0.42","0.00","0.93","301","5.37","0.00","12.96","506","3.36","0.00","10.85","42","2.11","0.00","4.31","2091","1.63","0.00","3.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","55","3.43","1.71","5.15","Not Available","Not Available","Not Available","Not Available"
"040147","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"4","Not Available","Not Available","Not Available","2427","0.29","0.00","0.80","2387","2.15","0.00","6.95","2399","0.67","0.00","5.14","Not Available","Not Available","Not Available","Not Available","1629","0.72","0.00","2.68","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"040152","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","Not Available","5","5","Not Available","Not Available","Not Available","223","0.38","0.00","0.97","216","6.51","0.00","14.86","217","3.02","0.00","12.47","Not Available","Not Available","Not Available","Not Available","199","1.83","0.00","4.95","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041300","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041302","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041303","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041304","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041305","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041307","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041308","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041309","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041310","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041311","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041312","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041313","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041314","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041316","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"041317","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
