"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL__RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"010059","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1788","0.49","0.00","1.04","Not Available","Not Available","Not Available","Not Available","9","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","1849","1.34","0.00","4.01","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010061","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"25","106.04","48.98","163.10","3931","0.26","0.00","0.75","141","6.33","0.00","14.56","271","5.11","0.00","14.36","37","3.25","1.05","5.45","4076","1.86","0.00","3.90","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","33","2.71","0.95","4.47","Not Available","Not Available","Not Available","Not Available"
"010062","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1548","0.33","0.00","0.88","69","6.64","0.00","15.09","91","3.91","0.00","14.65","26","2.10","0.00","4.30","1638","1.15","0.00","3.62","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010065","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"29","110.42","56.64","164.20","2639","0.50","0.03","0.97","243","8.07","0.78","15.36","579","9.57","2.93","16.21","69","2.04","0.00","4.20","2721","4.27","2.41","6.13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","72","2.77","1.06","4.48","Not Available","Not Available","Not Available","Not Available"
"010066","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","560","0.34","0.00","0.89","Not Available","Not Available","Not Available","Not Available","3","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","568","1.74","0.00","4.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010069","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1330","0.34","0.00","0.89","28","9.02","0.00","18.86","52","4.68","0.00","16.44","22","Not Available","Not Available","Not Available","1353","1.36","0.00","4.05","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010073","Not Available","5","No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Not Available","5","No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1408","0.34","0.00","0.89","Not Available","Not Available","Not Available","Not Available","22","Not Available","Not Available","Not Available","9","Not Available","Not Available","Not Available","1427","1.43","0.00","4.17","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010078","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"157","123.93","86.93","160.93","9019","0.36","0.05","0.67","1133","11.95","7.87","16.03","3145","4.30","0.91","7.69","299","3.98","2.02","5.94","9656","4.52","3.56","5.48","Not Available","Not Available","Not Available","Not Available","23","Not Available","Not Available","Not Available","196","2.99","1.58","4.40","Not Available","Not Available","Not Available","Not Available"
"010079","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"21","Not Available","Not Available","Not Available","3012","0.47","0.02","0.92","169","7.06","0.00","14.65","409","7.43","0.10","14.76","71","2.02","0.00","4.18","3149","2.20","0.32","4.08","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","33","2.74","0.96","4.52","Not Available","Not Available","Not Available","Not Available"
"010083","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"39","137.36","87.20","187.52","4648","0.40","0.00","0.83","420","9.31","3.43","15.19","894","1.84","0.00","7.39","149","2.40","0.32","4.48","4755","0.86","0.00","2.41","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98","3.28","1.59","4.97","Not Available","Not Available","Not Available","Not Available"
"010085","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"68","123.29","79.23","167.35","5747","0.32","0.00","0.69","845","10.26","5.77","14.75","1391","2.80","0.00","7.31","222","1.79","0.00","3.81","6017","3.36","2.07","4.65","Not Available","Not Available","Not Available","Not Available","7","Not Available","Not Available","Not Available","133","2.48","0.87","4.09","Not Available","Not Available","Not Available","Not Available"
"010086","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"9","Not Available","Not Available","Not Available","1980","0.31","0.00","0.84","172","13.65","5.56","21.74","287","8.37","0.00","17.03","51","2.07","0.00","4.25","2138","1.87","0.00","4.14","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","48","2.88","1.16","4.60","Not Available","Not Available","Not Available","Not Available"
"010087","Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","Number of Cases Too Small","j","No Different than U.S. National Rate",,"39","198.10","145.92","250.28","1677","0.70","0.19","1.21","210","24.93","17.15","32.71","700","4.84","0.00","10.76","101","2.00","0.00","4.14","1844","3.80","1.90","5.70","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","15","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010089","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"26","110.77","57.40","164.14","3782","0.31","0.00","0.74","548","10.50","4.56","16.44","852","5.21","0.00","11.36","45","2.07","0.00","4.25","3727","1.24","0.00","3.08","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","98","2.33","0.90","3.76","Not Available","Not Available","Not Available","Not Available"
