"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST"
"461310","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"463301","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"470001","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"29","94.29","46.60","141.99","2679","0.31","0.00","0.69","428","3.38","0.00","6.91","72","0.72","0.00","2.77","2853","0.96","0.00","2.69","Not Available","0.42","0.08","0.76"
"470003","Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"224","141.24","111.62","170.85","14155","0.42","0.19","0.65","5782","4.24","2.86","5.62","717","0.63","0.00","1.86","15129","1.43","0.75","2.11","Not Available","0.53","0.39","0.68"
"470005","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"37","127.81","80.54","175.08","5702","0.17","0.00","0.49","1267","4.35","1.66","7.03","193","0.50","0.00","2.20","6011","1.25","0.00","2.58","Not Available","0.48","0.22","0.74"
"470011","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1401","0.27","0.00","0.67","352","2.68","0.00","6.85","54","1.84","0.00","3.95","1473","2.27","0.33","4.21","Not Available","0.60","0.21","0.99"
"470012","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"38","122.72","75.33","170.10","4024","0.19","0.00","0.53","679","3.56","0.27","6.86","124","0.62","0.00","2.52","4131","3.62","2.10","5.15","Not Available","0.83","0.53","1.13"
"470024","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"19","Not Available","Not Available","Not Available","2024","0.28","0.00","0.69","481","4.27","0.23","8.31","54","0.79","0.00","2.92","1994","2.79","0.92","4.66","Not Available","0.74","0.36","1.12"
"511301","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511303","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511304","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511306","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511307","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511308","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511309","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511310","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"511311","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471300","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471301","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471302","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471303","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471304","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471305","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471306","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"471307","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"480001","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"480002","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","13","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490001","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"18","Not Available","Not Available","Not Available","2487","0.35","0.00","0.74","218","2.77","0.00","7.02","54","0.75","0.00","2.84","2601","1.42","0.00","3.27","Not Available","0.48","0.11","0.86"
"490002","Not Available","7","No Different than U.S. National Rate",,"Number of Cases Too Small","1","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","2313","0.27","0.00","0.67","18","Not Available","Not Available","Not Available","3","Not Available","Not Available","Not Available","2384","1.51","0.00","3.69","Not Available","0.56","0.12","1.00"
"490004","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"110","103.97","66.28","141.67","12191","0.16","0.00","0.43","2227","3.76","1.57","5.95","259","1.15","0.00","2.82","12678","1.70","0.68","2.71","Not Available","0.55","0.35","0.76"
"490005","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"259","118.38","90.43","146.33","19528","0.31","0.09","0.52","5499","2.00","0.51","3.49","591","0.66","0.00","1.94","20324","0.91","0.19","1.63","Not Available","0.34","0.19","0.49"
"490007","Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Worse than U.S. National Rate",,"389","139.04","114.01","164.08","15168","0.60","0.38","0.81","5974","8.97","7.55","10.40","515","1.66","0.29","3.02","16727","1.04","0.39","1.70","Not Available","0.77","0.63","0.91"
"490009","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"407","108.82","86.40","131.24","16989","0.50","0.28","0.72","8299","5.41","4.32","6.50","1261","0.66","0.00","1.67","18509","1.46","0.92","2.00","Not Available","0.62","0.50","0.74"
"490011","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"55","120.01","77.96","162.05","5388","0.26","0.00","0.56","1584","2.99","0.55","5.44","182","2.12","0.31","3.92","5250","2.92","1.69","4.14","Not Available","0.72","0.48","0.96"
"490012","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"5","Not Available","Not Available","Not Available","2033","0.28","0.00","0.69","56","5.24","0.22","10.26","13","Not Available","Not Available","Not Available","2096","1.46","0.00","3.60","Not Available","0.58","0.15","1.02"
"490013","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"31","106.24","58.46","154.01","4484","0.30","0.00","0.62","770","1.77","0.00","4.65","130","1.47","0.00","3.35","4629","3.04","1.60","4.48","Not Available","0.68","0.40","0.96"
"490017","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"88","102.74","63.25","142.23","9274","0.32","0.04","0.60","2454","3.43","1.34","5.52","258","0.47","0.00","2.12","9576","1.13","0.15","2.12","Not Available","0.49","0.29","0.69"
"490018","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"65","118.95","77.73","160.16","9972","0.29","0.00","0.58","2462","2.87","0.90","4.85","269","1.06","0.00","2.67","10206","1.00","0.00","2.06","Not Available","0.40","0.19","0.61"
"490019","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"26","109.56","59.45","159.68","3149","0.24","0.00","0.62","639","5.98","2.47","9.50","56","0.77","0.00","2.87","3256","2.24","0.45","4.03","Not Available","0.76","0.42","1.11"
"490020","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"21","Not Available","Not Available","Not Available","3959","0.40","0.03","0.77","361","5.22","1.19","9.26","50","0.77","0.00","2.89","4199","1.27","0.00","3.02","Not Available","0.56","0.21","0.91"
"490021","No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"253","123.57","95.68","151.46","24436","0.10","0.00","0.30","6133","1.64","0.29","2.99","620","1.41","0.15","2.67","25194","2.79","2.10","3.49","Not Available","0.62","0.48","0.76"
"490022","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"197","115.74","85.34","146.13","15547","0.22","0.00","0.45","4528","1.75","0.04","3.46","507","0.32","0.00","1.69","16477","1.27","0.48","2.07","Not Available","0.41","0.25","0.57"
"490023","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"42","94.52","46.45","142.60","4218","0.22","0.00","0.58","747","7.45","4.08","10.82","104","0.65","0.00","2.60","4434","1.46","0.00","3.01","Not Available","0.72","0.41","1.03"
"490024","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"403","130.52","107.04","153.99","22837","0.26","0.06","0.46","8903","9.08","7.91","10.24","864","1.24","0.06","2.42","24225","1.92","1.32","2.52","Not Available","0.81","0.69","0.94"
"490032","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"288","130.66","103.16","158.17","12721","0.30","0.05","0.55","4976","5.34","4.05","6.64","482","1.39","0.00","2.86","13671","2.89","2.13","3.66","Not Available","0.86","0.71","1.02"
"490033","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"10","Not Available","Not Available","Not Available","1950","0.27","0.00","0.68","153","6.51","2.02","11.01","41","0.79","0.00","2.94","2021","1.65","0.00","3.65","Not Available","0.67","0.27","1.07"
"490037","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","3205","0.23","0.00","0.61","216","2.54","0.00","6.60","56","0.75","0.00","2.84","3368","1.68","0.00","3.50","Not Available","0.48","0.12","0.84"
"490038","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"19","Not Available","Not Available","Not Available","2027","0.37","0.00","0.77","280","2.98","0.00","7.37","52","1.85","0.00","3.97","2085","1.76","0.00","3.62","Not Available","0.57","0.19","0.95"
"490040","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"90","129.65","89.77","169.54","9039","0.18","0.00","0.46","2493","4.31","2.35","6.26","282","1.05","0.00","2.65","9666","1.44","0.41","2.46","Not Available","0.55","0.35","0.76"
"490041","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"75","111.39","67.25","155.54","6577","0.28","0.00","0.59","3200","4.43","2.30","6.56","135","0.60","0.00","2.46","6274","1.49","0.20","2.79","Not Available","0.55","0.30","0.80"
"490042","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"25","121.01","71.59","170.43","5010","0.34","0.00","0.68","968","1.41","0.00","3.97","142","1.36","0.00","3.18","5080","1.14","0.00","2.51","Not Available","0.35","0.09","0.62"
"490043","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"54","108.62","63.87","153.38","6232","0.17","0.00","0.48","1020","4.14","1.30","6.99","158","0.57","0.00","2.39","6422","0.67","0.00","1.95","Not Available","0.38","0.12","0.64"
"490044","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"74","111.81","70.75","152.87","6783","0.22","0.00","0.53","1468","2.72","0.25","5.19","166","1.36","0.00","3.18","6959","0.67","0.00","1.93","Not Available","0.36","0.11","0.61"
"490045","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"58","106.07","62.09","150.04","5251","0.34","0.00","0.69","980","2.30","0.00","5.23","122","1.54","0.00","3.48","5484","1.54","0.15","2.93","Not Available","0.51","0.24","0.79"
"490046","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"121","118.90","80.55","157.26","12232","0.20","0.00","0.47","3534","3.48","1.67","5.29","321","1.62","0.04","3.20","12708","0.48","0.00","1.44","Not Available","0.33","0.14","0.52"
"490048","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"128","143.53","106.92","180.15","12500","0.43","0.17","0.68","3631","2.77","0.79","4.75","425","0.91","0.00","2.40","12876","1.28","0.40","2.16","Not Available","0.47","0.29","0.65"
"490050","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"129","97.43","61.17","133.70","10043","0.20","0.00","0.47","2896","5.78","3.68","7.89","273","0.45","0.00","2.07","10425","1.47","0.50","2.44","Not Available","0.59","0.40","0.79"
"490052","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"118","112.89","76.39","149.40","11098","0.18","0.00","0.42","2917","3.08","1.30","4.87","439","1.29","0.00","2.69","11638","1.71","0.87","2.55","Not Available","0.52","0.34","0.69"
"490053","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"36","120.83","74.03","167.63","5933","0.27","0.00","0.61","867","2.93","0.00","5.93","100","0.65","0.00","2.58","6169","1.09","0.00","2.55","Not Available","0.42","0.13","0.71"
"490057","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"183","105.76","73.18","138.35","11929","0.29","0.04","0.54","3159","5.91","3.89","7.93","415","0.37","0.00","1.82","12450","0.77","0.00","1.65","Not Available","0.52","0.34","0.70"
"490059","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"207","98.30","68.39","128.21","13258","0.16","0.00","0.40","4747","4.16","2.65","5.68","591","1.14","0.00","2.46","13393","2.55","1.76","3.34","Not Available","0.71","0.56","0.87"
"490060","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"13","Not Available","Not Available","Not Available","3804","0.32","0.00","0.70","336","5.86","1.57","10.14","80","1.80","0.00","3.89","3895","2.36","0.63","4.09","Not Available","0.76","0.41","1.12"
"490063","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"512","118.73","98.14","139.33","19393","0.67","0.48","0.86","7585","4.76","3.62","5.90","1125","1.55","0.48","2.61","21286","2.20","1.63","2.76","Not Available","0.75","0.64","0.87"
"490066","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"49","110.15","63.84","156.46","7347","0.27","0.00","0.58","1453","4.27","1.47","7.07","185","0.52","0.00","2.25","7500","0.72","0.00","1.91","Not Available","0.41","0.16","0.65"
"490067","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"84","134.83","93.11","176.54","10026","0.28","0.00","0.56","1618","4.30","1.48","7.12","200","0.56","0.00","2.36","10355","1.59","0.43","2.76","Not Available","0.56","0.32","0.80"
"490069","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"145","126.06","91.37","160.75","11564","0.10","0.00","0.34","3139","4.06","2.15","5.97","427","0.34","0.00","1.74","12127","1.62","0.75","2.49","Not Available","0.57","0.39","0.74"
"490075","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"52","114.93","68.81","161.05","8579","0.31","0.01","0.60","1227","6.39","3.65","9.14","188","0.55","0.00","2.33","8984","1.98","0.78","3.19","Not Available","0.72","0.47","0.96"
"490077","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"102","85.50","48.91","122.10","10274","0.17","0.00","0.44","2837","2.93","0.93","4.93","268","1.70","0.08","3.32","10420","1.69","0.71","2.67","Not Available","0.50","0.30","0.70"
"490079","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"39","116.57","69.08","164.06","6259","0.55","0.23","0.87","1050","5.14","1.90","8.39","166","0.58","0.00","2.41","6324","1.04","0.00","2.35","Not Available","0.58","0.31","0.86"
"490084","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"10","Not Available","Not Available","Not Available","2167","0.36","0.00","0.76","280","3.33","0.00","7.29","48","0.79","0.00","2.92","2210","1.13","0.00","3.01","Not Available","0.45","0.08","0.83"
"490088","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"4","Not Available","Not Available","Not Available","1496","0.39","0.00","0.81","75","5.03","0.11","9.94","30","0.81","0.00","2.98","1536","1.67","0.00","3.68","Not Available","0.66","0.24","1.08"
"490089","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1609","0.28","0.00","0.69","73","3.81","0.00","8.78","25","0.85","0.00","3.07","1652","1.82","0.00","3.91","Not Available","0.57","0.14","1.00"
"490090","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"17","Not Available","Not Available","Not Available","4109","0.24","0.00","0.62","386","7.56","3.33","11.78","71","0.74","0.00","2.80","4206","1.24","0.00","2.97","Not Available","0.64","0.28","1.00"
