"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST"
"140026","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"23","Not Available","Not Available","Not Available","2636","0.24","0.00","0.63","398","2.82","0.00","6.47","67","0.72","0.00","2.77","2732","1.12","0.00","2.76","Not Available","0.43","0.09","0.76"
"140029","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"108","113.24","74.44","152.04","6541","0.37","0.05","0.70","2086","4.95","2.47","7.42","237","0.53","0.00","2.28","6953","2.20","1.08","3.32","Not Available","0.74","0.50","0.97"
"140030","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"125","97.53","60.99","134.06","10375","0.34","0.07","0.60","2874","3.59","1.42","5.76","375","0.94","0.00","2.45","11059","1.26","0.33","2.18","Not Available","0.49","0.30","0.69"
"140032","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"86","127.95","81.60","174.30","7260","0.37","0.01","0.73","2023","9.22","6.76","11.67","146","0.60","0.00","2.47","7208","1.12","0.00","2.38","Not Available","0.74","0.49","1.00"
"140033","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"140034","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"35","111.69","65.47","157.91","6770","0.26","0.00","0.59","706","4.88","1.25","8.50","123","0.63","0.00","2.55","6989","2.01","0.58","3.44","Not Available","0.69","0.39","0.99"
"140040","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"29","113.56","63.80","163.31","3638","0.39","0.02","0.76","784","5.63","1.98","9.28","86","1.67","0.00","3.69","3842","1.01","0.00","2.58","Not Available","0.57","0.25","0.89"
"140043","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"45","92.45","48.17","136.73","5654","0.33","0.00","0.67","1246","3.58","0.71","6.45","154","0.60","0.00","2.46","6017","1.18","0.00","2.48","Not Available","0.45","0.19","0.72"
"140046","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"73","103.24","64.28","142.21","6452","0.14","0.00","0.43","1736","2.03","0.00","4.54","107","0.62","0.00","2.53","6668","1.35","0.18","2.52","Not Available","0.37","0.13","0.61"
"140048","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"54","118.04","75.16","160.93","7381","0.42","0.10","0.74","903","7.32","4.09","10.54","218","0.50","0.00","2.21","7589","0.78","0.00","2.02","Not Available","0.60","0.34","0.87"
"140049","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"80","111.83","74.39","149.28","5246","0.37","0.05","0.70","1243","3.25","0.31","6.20","195","1.26","0.00","3.01","5510","1.55","0.30","2.80","Not Available","0.51","0.25","0.77"
"140051","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"111","79.60","40.41","118.79","8306","0.14","0.00","0.43","2472","12.87","10.71","15.03","204","0.52","0.00","2.26","8397","0.86","0.00","1.98","Not Available","0.80","0.58","1.02"
"140052","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"37","94.38","48.14","140.61","3219","0.49","0.12","0.86","721","2.65","0.00","6.21","79","1.72","0.00","3.77","3285","2.93","1.28","4.58","Not Available","0.75","0.41","1.08"
"140053","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"268","107.16","80.84","133.47","14016","0.31","0.10","0.53","5937","4.29","2.82","5.77","414","0.80","0.00","2.19","14808","1.97","1.24","2.70","Not Available","0.61","0.46","0.75"
"140054","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"110","124.22","88.73","159.71","8512","0.22","0.00","0.50","1975","5.02","2.44","7.60","227","1.20","0.00","2.91","8866","1.45","0.33","2.56","Not Available","0.58","0.35","0.81"
"140058","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"60","116.50","70.91","162.10","3527","0.24","0.00","0.62","802","1.71","0.00","5.04","155","0.60","0.00","2.45","3782","0.91","0.00","2.39","Not Available","0.32","0.01","0.63"
"140059","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"5","Not Available","Not Available","Not Available","1551","0.28","0.00","0.70","94","3.69","0.00","8.58","17","Not Available","Not Available","Not Available","1578","1.93","0.00","4.10","Not Available","0.63","0.18","1.07"
"140062","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"188","54.47","24.00","84.94","19575","0.16","0.00","0.38","4147","4.24","2.96","5.52","469","0.71","0.00","2.02","21255","0.88","0.13","1.63","Not Available","0.42","0.27","0.56"
"140063","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"50","120.92","76.42","165.42","3916","0.42","0.07","0.76","935","3.82","0.62","7.03","101","0.63","0.00","2.53","4060","0.69","0.00","2.16","Not Available","0.43","0.14","0.73"
"140064","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"20","Not Available","Not Available","Not Available","3674","0.29","0.00","0.65","790","2.36","0.00","5.72","126","0.64","0.00","2.57","3874","1.98","0.40","3.56","Not Available","0.52","0.20","0.84"
"140065","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"102","80.85","43.44","118.25","9399","0.18","0.00","0.45","2080","4.09","1.86","6.33","258","0.45","0.00","2.07","9928","2.48","1.46","3.49","Not Available","0.65","0.45","0.86"
"140067","Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"289","139.83","115.58","164.08","19718","0.66","0.44","0.88","6349","5.04","3.63","6.45","819","1.67","0.45","2.88","20666","2.73","2.10","3.37","Not Available","0.88","0.75","1.02"
"140068","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"14","Not Available","Not Available","Not Available","2350","0.35","0.00","0.74","144","3.35","0.00","8.01","42","0.80","0.00","2.96","2395","1.29","0.00","3.31","Not Available","0.48","0.08","0.88"
"140077","Not Available","7","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","Not Available","Not Available","Not Available","1284","0.28","0.00","0.70","67","3.81","0.00","8.79","12","Not Available","Not Available","Not Available","1300","1.55","0.00","3.75","Not Available","0.54","0.09","0.98"
"140080","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"104","138.38","100.48","176.28","7348","0.58","0.28","0.87","1615","5.02","2.10","7.93","195","0.57","0.00","2.39","7641","1.42","0.22","2.63","Not Available","0.64","0.39","0.89"
"140082","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"103","80.13","41.98","118.28","6283","0.28","0.00","0.59","1516","8.96","6.59","11.33","147","2.22","0.37","4.07","6502","0.73","0.00","2.06","Not Available","0.66","0.40","0.91"
"140083","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","4227","0.31","0.00","0.69","129","4.30","0.00","8.83","30","0.79","0.00","2.93","4276","1.25","0.00","3.23","Not Available","0.56","0.16","0.95"
"140084","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"74","120.81","78.42","163.20","8760","0.19","0.00","0.47","1627","4.37","1.52","7.22","185","0.55","0.00","2.34","9392","1.21","0.04","2.38","Not Available","0.51","0.27","0.75"
"140088","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"477","102.93","80.05","125.81","11928","0.17","0.00","0.42","4921","9.86","8.43","11.28","964","1.00","0.00","2.05","13100","1.65","1.00","2.29","Not Available","0.86","0.72","1.00"
"140089","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"12","Not Available","Not Available","Not Available","1952","0.26","0.00","0.66","352","3.45","0.00","7.52","86","0.71","0.00","2.74","2051","1.56","0.00","3.30","Not Available","0.51","0.14","0.87"
"140091","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"184","126.19","94.88","157.50","10672","0.27","0.01","0.52","3916","6.55","4.92","8.19","402","0.35","0.00","1.77","11382","1.62","0.78","2.45","Not Available","0.65","0.48","0.81"
"140093","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"27","113.82","66.01","161.64","5873","0.17","0.00","0.50","568","2.25","0.00","5.51","115","1.44","0.00","3.32","6137","2.29","0.84","3.75","Not Available","0.57","0.27","0.86"
"140095","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"18","Not Available","Not Available","Not Available","2451","0.34","0.00","0.72","291","5.99","1.63","10.34","71","0.75","0.00","2.85","2499","1.97","0.16","3.77","Not Available","0.72","0.35","1.09"
"140100","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"10","Not Available","Not Available","Not Available","460","0.28","0.00","0.69","140","2.91","0.00","6.48","68","0.73","0.00","2.80","559","2.39","0.55","4.24","Not Available","0.63","0.25","1.00"
"140101","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"35","104.22","57.08","151.35","4072","0.19","0.00","0.53","876","2.56","0.00","6.07","125","0.62","0.00","2.53","4224","0.92","0.00","2.42","Not Available","0.38","0.07","0.69"
"140103","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"12","Not Available","Not Available","Not Available","3593","0.31","0.00","0.67","209","3.18","0.00","7.72","49","0.80","0.00","2.96","3658","1.09","0.00","2.95","Not Available","0.46","0.08","0.84"
"140110","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"19","Not Available","Not Available","Not Available","2572","0.26","0.00","0.66","390","2.23","0.00","6.04","110","1.57","0.00","3.52","2638","3.30","1.69","4.90","Not Available","0.76","0.41","1.10"
"140113","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"52","98.97","54.01","143.93","6097","0.30","0.00","0.62","1497","1.34","0.00","3.85","173","2.07","0.28","3.85","6380","2.14","0.93","3.35","Not Available","0.51","0.27","0.76"
"140114","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"102","114.51","77.64","151.38","9247","0.28","0.00","0.56","2288","4.89","2.43","7.35","311","1.69","0.08","3.31","9560","0.52","0.00","1.54","Not Available","0.43","0.22","0.64"
"140115","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"31","101.62","53.53","149.72","3764","0.22","0.00","0.58","263","3.87","0.00","8.17","43","0.78","0.00","2.92","3847","1.38","0.00","3.21","Not Available","0.49","0.12","0.86"
"140116","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"117","103.11","66.43","139.79","9003","0.28","0.00","0.56","2233","4.46","2.22","6.69","238","1.08","0.00","2.70","9654","1.25","0.22","2.29","Not Available","0.51","0.30","0.73"
"140117","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"182","83.29","56.00","110.57","13199","0.26","0.03","0.49","3679","6.00","4.09","7.91","577","1.78","0.52","3.04","14000","0.77","0.00","1.57","Not Available","0.52","0.35","0.69"
"140118","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"89","81.67","42.18","121.17","7855","0.20","0.00","0.50","1510","6.22","3.60","8.85","162","1.35","0.00","3.16","8308","0.84","0.00","2.02","Not Available","0.52","0.28","0.76"
"140119","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"324","104.06","78.88","129.23","18115","0.53","0.31","0.76","7665","5.34","4.12","6.57","817","0.31","0.00","1.65","18515","2.52","1.86","3.17","Not Available","0.79","0.65","0.93"
"140120","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"21","Not Available","Not Available","Not Available","3152","0.40","0.03","0.78","577","4.39","0.66","8.12","96","0.67","0.00","2.64","3251","2.22","0.55","3.89","Not Available","0.71","0.38","1.05"
"140122","Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"125","69.54","36.21","102.86","8465","0.21","0.00","0.48","2416","5.04","2.83","7.25","290","1.16","0.00","2.83","8787","1.74","0.74","2.74","Not Available","0.64","0.44","0.85"
"140124","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"54","132.60","87.22","177.98","4340","0.29","0.00","0.65","755","7.84","4.18","11.49","184","0.61","0.00","2.49","4615","1.51","0.13","2.89","Not Available","0.80","0.50","1.10"
"140125","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","4337","0.21","0.00","0.56","628","2.82","0.00","6.48","52","0.80","0.00","2.94","4418","1.43","0.00","3.11","Not Available","0.49","0.16","0.82"
"140127","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"72","128.08","86.48","169.68","6628","0.54","0.22","0.86","1930","5.01","2.56","7.45","186","1.31","0.00","3.10","6632","2.04","0.81","3.26","Not Available","0.73","0.48","0.97"
"140130","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"34","125.86","78.17","173.54","5643","0.26","0.00","0.59","1425","3.29","0.52","6.06","151","1.53","0.00","3.46","5739","1.32","0.00","2.69","Not Available","0.49","0.17","0.81"
"140133","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"43","91.37","49.09","133.65","7001","0.22","0.00","0.54","812","3.38","0.13","6.62","121","0.63","0.00","2.54","7288","1.67","0.22","3.12","Not Available","0.52","0.23","0.81"
"140135","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"108","121.11","83.04","159.18","11163","0.21","0.00","0.47","3359","4.32","2.23","6.40","357","0.89","0.00","2.37","11481","2.03","1.11","2.95","Not Available","0.62","0.43","0.81"
"140137","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"4","Not Available","Not Available","Not Available","755","0.30","0.00","0.73","46","3.82","0.00","8.80","21","Not Available","Not Available","Not Available","772","1.94","0.00","4.10","Not Available","0.64","0.19","1.08"
"140143","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","2746","0.26","0.00","0.65","497","7.53","3.56","11.50","59","0.77","0.00","2.88","2819","1.88","0.12","3.64","Not Available","0.78","0.41","1.14"
"140145","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"5","Not Available","Not Available","Not Available","1337","0.28","0.00","0.69","215","3.01","0.00","7.43","65","0.70","0.00","2.71","1365","1.12","0.00","2.99","Not Available","0.42","0.03","0.82"
"140147","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"11","Not Available","Not Available","Not Available","1996","0.28","0.00","0.69","192","4.36","0.00","8.93","45","0.81","0.00","2.99","2045","2.23","0.31","4.15","Not Available","0.66","0.26","1.06"
"140148","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"365","105.86","80.38","131.33","22437","0.34","0.14","0.55","8587","4.25","2.92","5.57","991","1.35","0.26","2.44","23749","2.86","2.28","3.45","Not Available","0.79","0.67","0.91"
"140150","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"176","93.25","61.18","125.33","7181","0.50","0.18","0.83","2270","18.69","16.50","20.89","343","1.12","0.00","2.76","7477","2.19","1.17","3.20","Not Available","1.39","1.18","1.61"
"140151","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"15","Not Available","Not Available","Not Available","2645","0.25","0.00","0.65","319","2.97","0.00","7.36","76","0.72","0.00","2.75","2666","1.76","0.00","3.62","Not Available","0.52","0.13","0.90"
"140155","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"43","114.58","70.55","158.62","6512","0.17","0.00","0.50","1084","2.76","0.00","5.68","146","1.36","0.00","3.18","6786","0.89","0.00","2.22","Not Available","0.36","0.09","0.62"
"140158","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"97","81.75","45.17","118.33","10299","0.38","0.10","0.66","1489","5.47","3.14","7.81","228","1.93","0.21","3.66","10645","0.87","0.00","1.98","Not Available","0.55","0.33","0.77"
"140160","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"43","117.63","72.48","162.78","4331","0.36","0.01","0.71","837","1.71","0.00","5.04","162","2.14","0.32","3.95","4494","3.06","1.66","4.46","Not Available","0.72","0.43","1.01"
"140161","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"7","Not Available","Not Available","Not Available","1285","0.29","0.00","0.71","320","4.57","0.44","8.70","25","0.84","0.00","3.05","1233","1.37","0.00","3.45","Not Available","0.54","0.13","0.96"
"140162","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"69","131.44","92.64","170.24","4886","0.46","0.13","0.80","1689","3.96","1.41","6.50","199","1.23","0.00","2.97","4904","0.86","0.00","2.05","Not Available","0.45","0.21","0.70"
"140164","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"141","103.16","69.83","136.48","7706","0.22","0.00","0.50","2959","1.84","0.14","3.53","241","0.46","0.00","2.10","8133","3.50","2.48","4.53","Not Available","0.73","0.53","0.93"
"140166","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"61","87.06","42.42","131.71","6054","0.28","0.00","0.59","1332","2.71","0.00","5.92","132","0.65","0.00","2.59","6247","2.18","0.87","3.50","Not Available","0.55","0.28","0.82"
"140167","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"10","Not Available","Not Available","Not Available","1587","0.25","0.00","0.64","231","5.32","0.82","9.83","44","0.80","0.00","2.95","1633","2.64","0.69","4.58","Not Available","0.76","0.36","1.17"
"140172","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"142","108.10","72.79","143.41","18185","0.36","0.13","0.59","2820","4.95","2.78","7.12","303","0.43","0.00","2.01","19177","2.02","1.12","2.92","Not Available","0.67","0.48","0.85"
"140174","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"103","99.80","60.44","139.16","5099","0.39","0.05","0.72","1365","6.34","3.57","9.11","178","1.31","0.00","3.10","5621","1.40","0.14","2.66","Not Available","0.67","0.42","0.93"
"140176","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"31","85.22","38.25","132.19","5554","0.18","0.00","0.52","1268","2.61","0.00","5.47","177","0.55","0.00","2.35","5844","2.41","1.08","3.73","Not Available","0.60","0.33","0.87"
"140177","Number of Cases Too Small","1","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"20","Not Available","Not Available","Not Available","5238","0.23","0.00","0.60","147","4.42","0.00","9.01","28","0.84","0.00","3.04","5303","1.17","0.00","3.08","Not Available","0.49","0.10","0.88"
