"prvdr_id","msr_cd","scr","footnote"
"AR","OP_18b","126",""
"AS","OP_18b","Not Available",""
"AZ","OP_18b","161",""
"CA","OP_18b","172",""
"CO","OP_18b","138",""
"CT","OP_18b","131",""
"DC","OP_18b","187",""
"DE","OP_18b","158",""
"FL","OP_18b","153",""
"GA","OP_18b","145","11"
"GU","OP_18b","Not Available",""
"HI","OP_18b","135",""
"IA","OP_18b","108",""
"ID","OP_18b","129",""
"IL","OP_18b","139",""
"IN","OP_18b","130",""
"KS","OP_18b","106",""
"KY","OP_18b","128",""
"LA","OP_18b","129",""
"MA","OP_18b","153",""
"MD","OP_18b","Not Available",""
"ME","OP_18b","120",""
"MI","OP_18b","127",""
"MN","OP_18b","125",""
"MO","OP_18b","138",""
"MP","OP_18b","Not Available",""
"MS","OP_18b","119",""
"MT","OP_18b","127",""
"NC","OP_18b","156",""
"ND","OP_18b","114",""
"NE","OP_18b","111",""
"NH","OP_18b","148",""
"NJ","OP_18b","147",""
"NM","OP_18b","153",""
"NV","OP_18b","157",""
"NY","OP_18b","155",""
"OH","OP_18b","133",""
"OK","OP_18b","111",""
"OR","OP_18b","135",""
"PA","OP_18b","131",""
"PR","OP_18b","Not Available",""
"RI","OP_18b","162",""
"SC","OP_18b","136",""
"SD","OP_18b","115",""
"TN","OP_18b","134",""
"TX","OP_18b","135",""
"UT","OP_18b","123",""
"VA","OP_18b","147",""
"VI","OP_18b","Not Available",""
"VT","OP_18b","137",""
"WA","OP_18b","135",""
"WI","OP_18b","119",""
"WV","OP_18b","150",""
"WY","OP_18b","113",""
"AK","OP_20","24",""
"AL","OP_20","37",""
"AR","OP_20","30",""
"AS","OP_20","Not Available",""
"AZ","OP_20","26",""
"CA","OP_20","31",""
"CO","OP_20","19",""
"CT","OP_20","30",""
"DC","OP_20","53",""
"DE","OP_20","44",""
"FL","OP_20","27",""
"GA","OP_20","34",""
"GU","OP_20","Not Available",""
"HI","OP_20","23",""
"IA","OP_20","21",""
"ID","OP_20","19",""
"IL","OP_20","31",""
"IN","OP_20","26",""
"KS","OP_20","20",""
"KY","OP_20","25",""
"LA","OP_20","30",""
"MA","OP_20","38",""
"MD","OP_20","Not Available",""
"ME","OP_20","28",""
"MI","OP_20","23",""
"MN","OP_20","28",""
"MO","OP_20","29",""
"MP","OP_20","Not Available",""
"MS","OP_20","33",""
"MT","OP_20","24",""
"NC","OP_20","39",""
"ND","OP_20","25",""
"NE","OP_20","22",""
"NH","OP_20","33",""
"NJ","OP_20","34",""
"NM","OP_20","31",""
"NV","OP_20","24",""
"NY","OP_20","37",""
"OH","OP_20","25",""
"OK","OP_20","25",""
"OR","OP_20","30",""
"PA","OP_20","29",""
"PR","OP_20","Not Available",""
"RI","OP_20","40",""
"SC","OP_20","33",""
"SD","OP_20","19",""
"TN","OP_20","28",""
"TX","OP_20","27",""
"UT","OP_20","18",""
"VA","OP_20","31",""
"VI","OP_20","Not Available",""
"VT","OP_20","27",""
"WA","OP_20","23",""
"WI","OP_20","18",""
"WV","OP_20","34",""
"WY","OP_20","19",""
"AK","OP_21","56",""
"AL","OP_21","70",""
"AR","OP_21","67",""
"AS","OP_21","Not Available",""
"AZ","OP_21","57",""
"CA","OP_21","64",""
"CO","OP_21","46",""
"CT","OP_21","58",""
"DC","OP_21","82",""
"DE","OP_21","72",""
"FL","OP_21","65",""
"GA","OP_21","67",""
"GU","OP_21","Not Available",""
"HI","OP_21","54",""
"IA","OP_21","48",""
"ID","OP_21","50",""
"IL","OP_21","54",""
"IN","OP_21","53",""
"KS","OP_21","49",""
"KY","OP_21","60",""
"LA","OP_21","64",""
"MA","OP_21","62",""
"MD","OP_21","Not Available",""
"ME","OP_21","56",""
"MI","OP_21","57",""
"MN","OP_21","47",""
"MO","OP_21","56",""
"MP","OP_21","Not Available",""
"MS","OP_21","69",""
"MT","OP_21","49",""
"NC","OP_21","69",""
"ND","OP_21","61",""
"NE","OP_21","45",""
"NH","OP_21","64",""
"NJ","OP_21","59",""
"NM","OP_21","65",""
"NV","OP_21","53",""
"NY","OP_21","64",""
"OH","OP_21","57",""
"OK","OP_21","59",""
"OR","OP_21","54",""
"PA","OP_21","62",""
"PR","OP_21","Not Available",""
"RI","OP_21","56",""
"SC","OP_21","61",""
"SD","OP_21","50",""
"TN","OP_21","65",""
"TX","OP_21","60",""
"UT","OP_21","43",""
"VA","OP_21","61",""
"VI","OP_21","Not Available",""
"VT","OP_21","65",""
"WA","OP_21","53",""
"WI","OP_21","42",""
"WV","OP_21","71",""
"WY","OP_21","43",""
"AK","OP_23","41",""
"AL","OP_23","34",""
"AR","OP_23","43",""
"AS","OP_23","Not Available",""
"AZ","OP_23","49",""
"CA","OP_23","42",""
"CO","OP_23","55",""
"CT","OP_23","62",""
"DC","OP_23","22",""
"DE","OP_23","36",""
"FL","OP_23","52",""
"GA","OP_23","36",""
"GU","OP_23","Not Available",""
"HI","OP_23","40",""
"IA","OP_23","50",""
"ID","OP_23","34",""
"IL","OP_23","57",""
"IN","OP_23","52",""
"KS","OP_23","49",""
"KY","OP_23","45",""
"LA","OP_23","36",""
"MA","OP_23","61",""
"MD","OP_23","Not Available",""
"ME","OP_23","35",""
"MI","OP_23","43",""
"MN","OP_23","42",""
"MO","OP_23","54",""
"MP","OP_23","Not Available",""
"MS","OP_23","32",""
"MT","OP_23","24",""
"NC","OP_23","50",""
"ND","OP_23","19",""
"NE","OP_23","61",""
"NH","OP_23","48",""
"NJ","OP_23","61",""
"NM","OP_23","34",""
"NV","OP_23","33",""
"NY","OP_23","49",""
"OH","OP_23","51",""
"OK","OP_23","46",""
"OR","OP_23","44",""
"PA","OP_23","54",""
"PR","OP_23","Not Available",""
"RI","OP_23","44",""
"SC","OP_23","51",""
"SD","OP_23","39",""
"TN","OP_23","43",""
"TX","OP_23","45",""
"UT","OP_23","62",""
"VA","OP_23","47",""
"VI","OP_23","Not Available",""
"VT","OP_23","53",""
"WA","OP_23","45",""
"WI","OP_23","56",""
"WV","OP_23","38",""
"WY","OP_23","38",""
