"Prvdr_id","PSI_4_SURG_COMP","PSI_4_SURG_COMP_F","PSI_6_IAT_PTX","PSI_6_IAT_PTX_F","PSI_11_POSTOP_RESPFAIL","PSI_11_POSTOP_RESPFAIL_F","PSI_12_POSTOP_PULMEMB_DVT","PSI_12_POSTOP_PULMEMB_DVT_F","PSI_14_POSTOP_DEHIS","PSI_14_POSTOP_DEHIS_F","PSI_15_ACC_LAC","PSI_15_ACC_LAC_F","PSI_90_SAFETY","PSI_90_SAFETY_F","IQI_11_AAA","IQI_11_AAA_F","IQI_19_HIP_FX","IQI_19_HIP_FX_F","IQI_91_CONDS","IQI_91_CONDS_F","PSI_4_SURG_COMP_NUM_DC","PSI_4_SURG_COMP_RATE","PSI_4_SURG_COMP_LOW_EST","PSI_4_SURG_COMP_HIGH_EST","PSI_6_IAT_PTX_NUM_DC","PSI_6_IAT_PTX_RATE","PSI_6_IAT_PTX_LOW_EST","PSI_6_IAT_PTX_HIGH_EST","PSI_11_POSTOP_RESPFAIL_NUM_DC","PSI_11_POSTOP_RESPFAIL_RATE","PSI_11_POSTOP_RESPFAIL_LOW_EST","PSI_11_POSTOP_RESPFAIL_HIGH_EST","PSI_12_POSTOP_PULMEMB_DVT_NUM_DC","PSI_12_POSTOP_PULMEMB_DVT_RATE","PSI_12_POSTOP_PULMEMB_DVT_LOW_EST","PSI_12_POSTOP_PULMEMB_DVT_HIGH_EST","PSI_14_POSTOP_DEHIS_NUM_DC","PSI_14_POSTOP_DEHIS_RATE","PSI_14_POSTOP_DEHIS_LOW_EST","PSI_14_POSTOP_DEHIS_HIGH_EST","PSI_15_ACC_LAC_NUM_DC","PSI_15_ACC_LAC_RATE","PSI_15_ACC_LAC_LOW_EST","PSI_15_ACC_LAC_HIGH_EST","PSI_90_SAFETY_NUM_DC","PSI_90_SAFETY_RATE","PSI_90_SAFETY_LOW_EST","PSI_90_SAFETY_HIGH_EST","IQI_11_AAA_NUM_DC","IQI_11_AAA_RATE","IQI_11_AAA_LOW_EST","IQI_11_AAA_HIGH_EST","IQI_19_HIP_FX_NUM_DC","IQI_19_HIP_FX_RATE","IQI_19_HIP_FX_LOW_EST","IQI_19_HIP_FX_HIGH_EST","IQI_91_CONDS_NUM_DC","IQI_91_CONDS_RATE","IQI_91_CONDS_LOW_EST","IQI_91_CONDS_HIGH_EST"
"490007","Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","440","163.82","139.54","188.10","16274","0.44","0.22","0.66","Not Available","Not Available","Not Available","Not Available","6746","9.21","7.84","10.58","596","1.48","0.19","2.77","17974","1.13","0.50","1.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"400128","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"260001","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","239","99.93","71.35","128.51","12424","0.40","0.16","0.64","Not Available","Not Available","Not Available","Not Available","3703","2.84","1.08","4.60","331","0.40","0.00","1.89","12651","2.14","1.26","3.02","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"440054","Number of Cases Too Small","j","No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","6","Not Available","Not Available","Not Available","1528","0.40","0.00","0.81","Not Available","Not Available","Not Available","Not Available","163","3.84","0.00","8.52","29","0.86","0.00","3.06","1591","1.53","0.00","3.61","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360077","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","183","113.17","80.54","145.80","14038","0.66","0.42","0.90","Not Available","Not Available","Not Available","Not Available","3375","5.52","3.44","7.60","445","0.37","0.00","1.82","14887","2.56","1.74","3.38","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"420010","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","37","123.58","76.44","170.72","4911","0.37","0.02","0.72","Not Available","Not Available","Not Available","Not Available","612","5.94","2.37","9.51","123","0.66","0.00","2.58","5085","2.16","0.63","3.69","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100067","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","121","106.69","70.21","143.17","8966","0.62","0.33","0.91","Not Available","Not Available","Not Available","Not Available","2101","5.77","3.30","8.24","332","0.43","0.00","1.98","9333","1.02","0.02","2.02","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"520044","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","34","121.98","73.96","170.00","2151","0.27","0.00","0.66","Not Available","Not Available","Not Available","Not Available","608","4.06","0.61","7.51","111","0.67","0.00","2.61","2192","2.82","1.23","4.41","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450192","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","9","Not Available","Not Available","Not Available","1794","0.31","0.00","0.72","Not Available","Not Available","Not Available","Not Available","123","5.30","0.50","10.10","36","0.84","0.00","3.02","1830","2.54","0.54","4.54","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050503","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","71","104.21","63.27","145.15","4950","0.54","0.23","0.85","Not Available","Not Available","Not Available","Not Available","1457","10.78","8.17","13.39","231","2.60","0.89","4.31","5086","1.87","0.67","3.07","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"310044","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","45","143.05","98.26","187.84","4846","0.20","0.00","0.53","Not Available","Not Available","Not Available","Not Available","1110","4.08","1.57","6.59","172","2.15","0.35","3.95","5093","1.84","0.57","3.11","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450033","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","163","101.93","69.88","133.98","12409","0.31","0.04","0.58","Not Available","Not Available","Not Available","Not Available","3224","2.64","0.56","4.72","339","1.01","0.00","2.58","12905","2.75","1.77","3.73","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"171310","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"351315","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"521312","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"150074","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","101","116.63","78.74","154.52","9539","0.21","0.00","0.50","Not Available","Not Available","Not Available","Not Available","1809","1.98","0.00","4.37","235","0.51","0.00","2.20","9675","3.03","1.85","4.21","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"070006","No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","123","129.61","95.80","163.42","8496","0.68","0.39","0.97","Not Available","Not Available","Not Available","Not Available","2342","5.52","3.52","7.52","325","0.45","0.00","2.04","9043","2.49","1.51","3.47","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"320033","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","7","Not Available","Not Available","Not Available","829","0.42","0.01","0.83","Not Available","Not Available","Not Available","Not Available","159","4.98","0.32","9.64","41","0.83","0.00","2.99","862","2.59","0.59","4.59","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"180079","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","8","Not Available","Not Available","Not Available","1654","0.30","0.00","0.71","Not Available","Not Available","Not Available","Not Available","142","6.29","1.57","11.01","42","0.83","0.00","2.99","1714","1.77","0.00","3.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"431315","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450346","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Better than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","119","132.23","93.74","170.72","10766","0.18","0.00","0.45","Not Available","Not Available","Not Available","Not Available","2478","2.47","0.14","4.80","306","1.04","0.00","2.63","11056","0.57","0.00","1.59","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"453310","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"310011","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","78","126.17","87.60","164.74","9460","0.37","0.08","0.66","Not Available","Not Available","Not Available","Not Available","1402","2.33","0.00","4.74","261","1.69","0.08","3.30","9960","1.14","0.00","2.32","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050696","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Worse than U.S. National Rate",,"Worse than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","262","120.18","91.94","148.42","6188","0.55","0.26","0.84","Not Available","Not Available","Not Available","Not Available","4400","5.59","3.98","7.20","963","0.79","0.00","1.89","7117","2.86","2.17","3.55","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360170","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","13","Not Available","Not Available","Not Available","1918","0.49","0.08","0.90","Not Available","Not Available","Not Available","Not Available","354","3.19","0.00","7.46","58","0.79","0.00","2.91","2012","2.56","0.70","4.42","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"210039","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"501316","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450718","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","70","131.33","87.23","175.43","4402","0.20","0.00","0.53","Not Available","Not Available","Not Available","Not Available","1298","4.23","1.33","7.13","165","0.59","0.00","2.41","4631","1.61","0.36","2.86","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"100086","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","66","135.43","90.53","180.33","5898","0.34","0.01","0.67","Not Available","Not Available","Not Available","Not Available","1472","3.65","0.96","6.34","110","0.69","0.00","2.65","6144","1.40","0.01","2.79","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"360075","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","32","92.38","45.81","138.95","3812","0.25","0.00","0.62","Not Available","Not Available","Not Available","Not Available","545","2.69","0.00","6.08","66","2.73","0.69","4.77","3915","1.22","0.00","2.87","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"110121","Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","777","0.32","0.00","0.75","Not Available","Not Available","Not Available","Not Available","47","4.42","0.00","9.44","24","Not Available","Not Available","Not Available","799","1.60","0.00","3.72","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"130018","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","106","137.58","102.55","172.61","5423","0.29","0.00","0.60","Not Available","Not Available","Not Available","Not Available","2102","2.32","0.79","3.85","263","1.78","0.13","3.43","5581","1.19","0.05","2.33","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"431321","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"341320","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"050300","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","87","94.09","53.87","134.31","7345","0.41","0.12","0.70","Not Available","Not Available","Not Available","Not Available","1762","5.31","2.72","7.90","218","1.12","0.00","2.77","7723","2.17","1.03","3.31","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"490120","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","104","101.91","63.59","140.23","12018","0.28","0.03","0.53","Not Available","Not Available","Not Available","Not Available","2570","3.41","1.33","5.49","320","0.48","0.00","2.13","12335","2.47","1.51","3.43","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"450656","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","5","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","54","145.24","100.24","190.24","3985","0.52","0.17","0.87","Not Available","Not Available","Not Available","Not Available","1332","4.64","1.62","7.66","186","1.36","0.00","3.16","3906","1.53","0.26","2.80","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"460023","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","25","110.93","62.91","158.95","1808","0.29","0.00","0.70","Not Available","Not Available","Not Available","Not Available","379","4.01","0.29","7.73","70","1.71","0.00","3.73","1882","2.24","0.50","3.98","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"220101","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Better than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","70","86.87","45.44","128.30","10238","0.16","0.00","0.45","Not Available","Not Available","Not Available","Not Available","2620","3.12","0.89","5.35","321","0.46","0.00","2.07","10166","1.74","0.72","2.76","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"330033","Number of Cases Too Small","j","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","4","Not Available","Not Available","Not Available","1691","0.39","0.00","0.78","Not Available","Not Available","Not Available","Not Available","208","5.89","1.32","10.46","29","0.86","0.00","3.06","1755","1.77","0.00","3.75","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"171302","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"010131","No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"No Different than U.S. National Rate",,"Not Available","4","Not Available","4","Not Available","4","76","135.11","92.68","177.54","7868","0.28","0.00","0.59","Not Available","Not Available","Not Available","Not Available","2621","4.80","2.31","7.29","218","0.51","0.00","2.22","7542","2.57","1.49","3.65","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"171318","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","5","Not Available","4","Not Available","4","Not Available","4","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
